,year,selling_price,km_driven,StateorProvince,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,sold,Region,brand
6782,2013,459999,80000,Utah,Holladay,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5,N,West,HYUNDAI
6783,2011,210000,100000,Utah,Kearns,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5,N,West,MARUTI
6784,2015,540000,93000,Utah,Holladay,Petrol,Individual,Manual,Second Owner,20.85,1197,83.14,5,N,West,MARUTI
6785,2017,710000,50000,Utah,Kaysville,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,N,West,MARUTI
6786,2018,285000,22000,Utah,Kaysville,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,N,West,MARUTI
6787,2019,990000,19600,Utah,Kaysville,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5,N,West,HYUNDAI
6788,2017,362000,104000,Utah,Draper,Petrol,Individual,Manual,First Owner,15.64,1193,64.1,5,N,West,TATA
6789,2017,880000,33000,Utah,Holladay,Diesel,Individual,Manual,First Owner,23,1498,98.96,5,N,West,FORD
6790,2017,700000,60000,Utah,Kaysville,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,N,West,MAHINDRA
6791,2016,600000,60000,Utah,Kearns,Diesel,Individual,Manual,First Owner,15.96,2523,63,9,N,West,MAHINDRA
6792,2015,700000,40000,Utah,Holladay,Petrol,Individual,Manual,First Owner,13.24,1598,102.5,5,N,West,NISSAN
6793,2016,400000,60000,Utah,Kearns,Diesel,Individual,Manual,First Owner,27.28,1047,69,5,N,West,TATA
6794,2015,700000,22700,Utah,Murray,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,5,N,West,HONDA
6795,2016,525000,45000,Utah,Murray,Petrol,Individual,Manual,First Owner,18.9,1197,82,5,N,West,HYUNDAI
6796,2011,250000,36000,Utah,Ogden,Petrol,Individual,Manual,Second Owner,15.37,1196,73,5,N,West,MARUTI
6797,2015,575000,57000,Utah,Ogden,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5,N,West,MARUTI
6798,2018,540000,33000,Utah,Murray,Diesel,Individual,Manual,First Owner,27.28,1047,69,5,N,West,TATA
6799,2012,560000,59000,Utah,Ogden,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,7,N,West,MARUTI
6800,2012,380000,200000,Utah,Ogden,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5,N,West,VOLKSWAGEN
6801,2011,240000,80000,Utah,Orem,Petrol,Individual,Manual,Second Owner,15.6,1196,70,5,N,West,FORD
6802,2014,290000,31000,Utah,Lehi,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,N,West,HYUNDAI
6803,2014,650000,70000,Utah,Layton,Diesel,Individual,Manual,First Owner,15.4,2179,120,7,N,West,MAHINDRA
6804,2015,380000,20000,Utah,Lehi,CNG,Individual,Manual,First Owner,21.94,1196,61.7,5,N,West,MARUTI
6805,2014,180000,62000,Utah,Logan,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,N,West,HYUNDAI
6806,2008,75000,29000,Utah,Logan,Petrol,Individual,Manual,First Owner,16.1,796,37,4,N,West,MARUTI
6807,2012,132000,82507,Utah,Lehi,Diesel,Dealer,Manual,First Owner,13.93,2179,138.03,7,N,West,TATA
6808,2010,110000,60000,Utah,Lehi,Petrol,Individual,Manual,Second Owner,18.6,1199,79.4,5,N,West,CHEVROLET
6809,2018,390000,10000,Utah,Lehi,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5,N,West,MARUTI
6810,2015,550000,70000,Utah,Lehi,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,N,West,HYUNDAI
6811,2014,325000,65204,Utah,American Fork,Petrol,Trustmark Dealer,Automatic,First Owner,23.1,998,67.04,5,N,West,MARUTI
6812,2019,1150000,2286,Utah,American Fork,Petrol,Trustmark Dealer,Automatic,First Owner,18.15,998,118.35,5,N,West,HYUNDAI
6813,2018,525000,33000,Utah,American Fork,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,5,N,West,MARUTI
6814,2014,300000,100000,Utah,American Fork,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5,N,West,HYUNDAI
6815,2017,2950000,39000,Utah,American Fork,Diesel,Dealer,Automatic,First Owner,19.59,1995,187.74,5,N,West,BMW
6816,2019,5200000,10000,Utah,American Fork,Diesel,Dealer,Automatic,First Owner,18.12,1995,190,5,N,West,BMW
6817,2017,509999,142000,Virginia,Rose Hill,Diesel,Individual,Manual,First Owner,18.49,1493,100,7,Y,South,MAHINDRA
6818,2016,670000,50478,Virginia,Rose Hill,Petrol,Individual,Manual,First Owner,15.85,1499,110.4,5,Y,South,FORD
6819,2019,525000,9200,Virginia,Rose Hill,Petrol,Individual,Automatic,First Owner,23.84,1199,83.83,5,Y,South,TATA
6820,2016,515000,40000,Virginia,Rose Hill,Diesel,Individual,Manual,First Owner,19.87,1461,83.8,5,Y,South,RENAULT
6821,2009,135000,50000,Virginia,Rose Hill,Petrol,Individual,Manual,Second Owner,18.9,1061,67,5,Y,South,MARUTI
6822,2015,380000,50000,Virginia,Winchester,Petrol,Individual,Automatic,First Owner,16.9,1197,82,5,N,South,HYUNDAI
6823,2017,900000,20000,Virginia,Winchester,Petrol,Individual,Manual,First Owner,17,1591,121.3,5,N,South,HYUNDAI
6824,2016,640000,40000,Virginia,Winchester,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5,N,South,MARUTI
6825,2018,946000,60000,Virginia,Blacksburg,Diesel,Individual,Manual,First Owner,22.1,1396,88.7,5,N,South,HYUNDAI
6826,2011,215000,70000,Virginia,Blacksburg,Diesel,Individual,Manual,First Owner,23.03,1396,69,5,N,South,TATA
6827,1999,50000,60000,Virginia,Charlottesville,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60,5,N,South,MARUTI
6828,2013,310000,100000,Virginia,Charlottesville,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,N,South,HONDA
6829,2008,220000,35000,Virginia,Burke,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5,N,South,HYUNDAI
6830,2008,195000,90000,Virginia,Burke,Diesel,Individual,Manual,Third Owner,17.8,1248,75,5,N,South,MARUTI
6831,2015,650000,50000,Virginia,Blacksburg,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5,N,South,HYUNDAI
6832,2011,350000,98000,Virginia,Chesapeake,Petrol,Individual,Manual,First Owner,18.5,1197,80,5,N,South,HYUNDAI
6833,2013,360000,30000,Virginia,Burke,Petrol,Individual,Manual,First Owner,18.5,1197,82.85,5,N,South,HYUNDAI
6834,2013,550000,50000,Virginia,Charlottesville,Petrol,Individual,Manual,Second Owner,16.3,1797,147.5,5,N,South,HYUNDAI
6835,2016,490000,26000,Virginia,Charlottesville,Petrol,Individual,Manual,First Owner,18.9,1197,82,5,N,South,HYUNDAI
6836,2011,195000,46000,Virginia,Burke,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,N,South,MARUTI
6837,2010,125000,80000,Virginia,Charlottesville,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5,N,South,MARUTI
6838,2019,459999,10000,Virginia,Blacksburg,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,N,South,TATA
6839,2015,275000,16700,Virginia,Charlottesville,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5,N,South,MARUTI
6840,2015,600000,67303,Virginia,Petersburg,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5,N,South,RENAULT
6841,2013,340000,79139,Virginia,Portsmouth,Petrol,Dealer,Manual,First Owner,18.5,1197,85.8,5,N,South,MARUTI
6842,2014,350000,84784,Virginia,Portsmouth,Diesel,Dealer,Manual,First Owner,24,1120,70,5,N,South,HYUNDAI
6843,2012,265000,130376,Virginia,Richmond,Diesel,Dealer,Manual,Second Owner,23.2,1248,73.94,5,N,South,MARUTI
6844,2017,625000,72000,Virginia,Petersburg,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7,N,South,TATA
6845,2008,245000,127000,Virginia,Petersburg,Diesel,Individual,Manual,Second Owner,16.8,1493,110,5,N,South,HYUNDAI
6846,2014,395000,120000,Virginia,Oakton,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,N,South,MARUTI
6847,2014,490000,100000,Virginia,Petersburg,Diesel,Individual,Manual,First Owner,24.4,1120,71,5,N,South,HYUNDAI
6848,2018,955000,40000,Virginia,Portsmouth,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7,N,South,MARUTI
6849,2013,525000,110000,Virginia,Richmond,Diesel,Individual,Manual,First Owner,23.4,1248,74,5,N,South,MARUTI
6850,2017,550000,30000,Virginia,Petersburg,Petrol,Individual,Manual,First Owner,20.3,1199,84,5,N,South,TATA
6851,2014,200000,120000,Virginia,Oakton,Diesel,Individual,Manual,Second Owner,19.1,1405,70,5,N,South,TATA
6852,2017,500000,15000,Virginia,Oakton,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5,N,South,FORD
6853,2016,825000,33500,Virginia,Oakton,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,N,South,MARUTI
6854,2012,250000,70000,Virginia,Richmond,Diesel,Individual,Manual,First Owner,17.21,1493,100,7,N,South,MAHINDRA
6855,2011,415000,78432,Virginia,Portsmouth,Diesel,Individual,Manual,First Owner,16.52,1991,123.7,5,N,South,CHEVROLET
6856,2011,825000,125000,Virginia,Portsmouth,Diesel,Individual,Manual,Second Owner,14.66,2199,194.3,7,N,South,HYUNDAI
6857,2017,700000,70000,Virginia,Fairfax,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,N,South,MARUTI
6858,2011,240000,116000,Virginia,Fairfax,Diesel,Individual,Manual,First Owner,14,2498,112,7,N,South,MAHINDRA
6859,2014,280000,90000,Virginia,Fairfax,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,N,South,HYUNDAI
6860,2014,375000,52000,Virginia,Mechanicsville,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5,N,South,HYUNDAI
6861,2011,300000,17000,Virginia,Newport News,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,5,N,South,VOLKSWAGEN
6862,2009,350000,35000,Virginia,Mechanicsville,Petrol,Individual,Manual,First Owner,17,1497,118,5,N,South,HONDA
6863,2014,700000,300000,Virginia,Newport News,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7,N,South,TOYOTA
6864,2017,640000,90000,Virginia,Newport News,Diesel,Individual,Manual,First Owner,16.5,1493,70,7,N,South,MAHINDRA
6865,2010,451999,120000,Virginia,Mechanicsville,Diesel,Individual,Manual,First Owner,12.8,2494,102,7,N,South,TOYOTA
6866,2016,240000,59300,Virginia,Mechanicsville,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5,N,South,RENAULT
6867,2014,680000,120000,Virginia,Mechanicsville,Diesel,Individual,Manual,First Owner,15.4,2523,75,7,N,South,MAHINDRA
6868,2015,350000,60000,Virginia,Newport News,Diesel,Individual,Manual,First Owner,22.95,1248,74,5,N,South,TATA
6869,2012,360000,60000,Virginia,Newport News,Petrol,Individual,Manual,Third Owner,15.04,1598,103.6,5,N,South,VOLKSWAGEN
6870,2010,250000,80000,Virginia,Newport News,Petrol,Individual,Manual,Second Owner,15.6,1196,70,5,N,South,FORD
6871,2019,550000,11500,Virginia,Mechanicsville,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5,N,South,MARUTI
6872,2012,180000,56000,Virginia,Mechanicsville,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,N,South,HYUNDAI
6873,2016,425000,68000,Virginia,Mechanicsville,Diesel,Individual,Manual,First Owner,27.3,1498,98.6,5,N,South,HONDA
6874,2019,409999,25000,Virginia,Newport News,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,N,South,TATA
6875,2007,170000,120000,Virginia,Tysons Corner,Diesel,Individual,Manual,Second Owner,16.8,1493,110,5,N,South,HYUNDAI
6876,2008,105000,110000,Virginia,Tysons Corner,Petrol,Individual,Manual,Second Owner,17.7,1497,78,5,N,South,HONDA
6877,2016,425000,120000,Virginia,Tysons Corner,Diesel,Individual,Manual,Third Owner,26.59,1248,74,5,N,South,MARUTI
6878,2017,625000,23511,Virginia,Tysons Corner,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,N,South,HYUNDAI
6879,2017,640000,22512,Virginia,Tysons Corner,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,N,South,HYUNDAI
6880,2018,730000,90000,Virginia,Rose Hill,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,5,N,South,TOYOTA
6881,2016,320000,120000,Virginia,Rose Hill,Diesel,Individual,Manual,First Owner,22.95,1248,74,5,N,South,TATA
6882,2015,295000,120000,Virginia,Rose Hill,Diesel,Individual,Manual,Second Owner,19.09,1405,69.01,5,N,South,TATA
6883,2012,340000,120000,Virginia,Salem,Diesel,Individual,Manual,Third Owner,17.8,1399,67,5,N,South,FORD
6884,2008,221000,35008,Virginia,Salem,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5,N,South,MARUTI
6885,2019,625000,4337,Virginia,Salem,Petrol,Dealer,Automatic,First Owner,18.9,1197,82,5,N,South,HYUNDAI
6886,2016,540000,38000,Virginia,Salem,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,N,South,HYUNDAI
6887,2017,425000,42000,Virginia,Blacksburg,Petrol,Individual,Manual,First Owner,23.84,1199,84,5,N,South,TATA
6888,2016,400000,30000,Virginia,Alexandria,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5,N,South,CHEVROLET
6889,2005,150000,15858,Virginia,Alexandria,Petrol,Individual,Manual,First Owner,13.8,1299,70,5,N,South,FORD
6890,2017,310000,15000,Virginia,Annandale,Petrol,Individual,Manual,First Owner,24.7,796,47.3,5,N,South,MARUTI
6891,2014,500000,50000,Virginia,Annandale,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,9,N,South,CHEVROLET
6892,2013,200000,60000,Virginia,Arlington,Diesel,Individual,Manual,Second Owner,25.44,936,57.6,5,N,South,CHEVROLET
6893,2018,900000,35000,Virginia,Arlington,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,7,N,South,RENAULT
6894,2000,75000,90000,Virginia,Arlington,Diesel,Individual,Manual,Second Owner,12.8,1489,35.5,5,N,South,AMBASSADOR
6895,2015,400000,50000,Virginia,Annandale,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5,N,South,MARUTI
6896,2015,650000,110000,Virginia,Annandale,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,7,N,South,HONDA
6897,2015,480000,87847,Virginia,Arlington,Diesel,Dealer,Manual,First Owner,28.4,1248,74,5,N,South,MARUTI
6898,2009,140000,35000,Virginia,Arlington,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,N,South,MARUTI
6899,2018,550000,5000,Virginia,Arlington,Petrol,Individual,Manual,First Owner,22,1197,81.8,5,N,South,MARUTI
6900,2009,365000,110000,Virginia,Reston,Diesel,Individual,Automatic,Second Owner,11.79,2179,120,8,N,South,MAHINDRA
6901,2016,2000000,68089,Virginia,Reston,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5,N,South,TOYOTA
6902,2013,225000,58343,Virginia,Reston,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5,N,South,MARUTI
6903,2017,754000,40000,Virginia,Fairfax,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5,N,South,MARUTI
6904,2018,450000,20000,Virginia,Fairfax,Petrol,Individual,Manual,First Owner,18.15,1198,82,6,N,South,MAHINDRA
6905,2008,155000,60000,Virginia,Fairfax,Petrol,Individual,Manual,Third Owner,15,1086,66.6,5,N,South,HYUNDAI
6906,2015,670000,60000,Virginia,Springfield,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5,N,South,HONDA
6907,2014,430000,90000,Virginia,Virginia Beach,Diesel,Individual,Manual,First Owner,22.9,1248,74,5,N,South,MARUTI
6908,2015,375000,30000,Virginia,Richmond,Petrol,Individual,Manual,First Owner,19.1,1197,82,5,N,South,HYUNDAI
6909,2016,650000,35000,Virginia,Richmond,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,N,South,HYUNDAI
6910,2016,500000,35000,Virginia,Springfield,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,N,South,MARUTI
6911,2016,500000,35000,Virginia,Roanoke,Diesel,Individual,Manual,First Owner,26.59,1248,74,5,N,South,MARUTI
6912,2017,1350000,25000,Virginia,Springfield,Diesel,Individual,Manual,First Owner,16,2179,140,7,N,South,MAHINDRA
6913,2018,600000,40000,Virginia,Springfield,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,5,N,South,VOLKSWAGEN
6914,2017,1200000,25000,Virginia,Suffolk,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,N,South,HYUNDAI
6915,2013,3750000,56000,Virginia,Suffolk,Diesel,Dealer,Automatic,First Owner,11.2,2993,241,4,N,South,BMW
6916,2018,795000,41779,Virginia,Suffolk,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,5,N,South,MARUTI
6917,2016,625000,54000,Virginia,Virginia Beach,Petrol,Dealer,Manual,First Owner,18.7,1199,88.7,5,N,South,HONDA
6918,2017,625000,37000,Virginia,Virginia Beach,Diesel,Individual,Automatic,First Owner,26.8,1248,74,5,N,South,MARUTI
6919,2011,440000,90000,Virginia,Springfield,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,4,N,South,CHEVROLET
6920,2018,1400000,13534,Virginia,Roanoke,Petrol,Dealer,Manual,First Owner,14.28,1798,138.03,5,N,South,TOYOTA
6921,2017,2700000,23000,Virginia,Springfield,Diesel,Dealer,Automatic,First Owner,17.9,2143,136,5,N,South,MERCEDES-BENZ
6922,2017,550000,23456,Virginia,Springfield,Petrol,Dealer,Manual,First Owner,18.9,1197,82,5,N,South,HYUNDAI
6923,2019,1925000,43000,Virginia,Springfield,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,8,N,South,TOYOTA
6924,2015,1225000,39000,Virginia,Virginia Beach,Diesel,Dealer,Manual,First Owner,16,2179,140,7,N,South,MAHINDRA
6925,2017,700000,15000,Virginia,Virginia Beach,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,5,N,South,HONDA
6926,2013,530000,40000,Virginia,Richmond,Diesel,Individual,Manual,First Owner,23.4,1248,74,5,N,South,MARUTI
6927,2020,1900000,5000,Virginia,Richmond,Diesel,Dealer,Automatic,First Owner,17.8,1493,113.4,5,N,South,KIA
6928,2018,750000,15000,Virginia,Suffolk,Petrol,Dealer,Manual,First Owner,22,1197,81.8,5,N,South,MARUTI
6929,2018,6000000,28156,Virginia,Suffolk,Diesel,Dealer,Automatic,First Owner,17.09,2993,261.4,4,N,South,BMW
6930,2018,678000,17000,Virginia,Harrisonburg,Petrol,Individual,Manual,First Owner,18.78,999,75,5,N,South,VOLKSWAGEN
6931,2015,800000,15000,Virginia,Harrisonburg,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5,N,South,MARUTI
6932,2019,892000,10000,Virginia,Harrisonburg,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5,N,South,MARUTI
6933,2012,285000,70000,Virginia,Lynchburg,Diesel,Individual,Manual,Second Owner,20.3,1248,92,5,N,South,FIAT
6934,2012,300000,60000,Virginia,Lynchburg,LPG,Individual,Manual,First Owner,19.2,1086,68.05,5,N,South,HYUNDAI
6935,2014,560000,90000,Virginia,Lynchburg,Diesel,Individual,Manual,First Owner,20.77,1248,88.8,7,N,South,MARUTI
6936,2012,300000,40000,Virginia,Lynchburg,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,5,N,South,HYUNDAI
6937,2012,340000,24300,Virginia,Norfolk,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,5,N,South,MARUTI
6938,2016,1525000,42163,Virginia,Norfolk,Diesel,Dealer,Automatic,Second Owner,11.36,2755,171.5,7,N,South,TOYOTA
6939,2017,810000,47747,Virginia,Norfolk,Diesel,Dealer,Manual,First Owner,28.09,1248,88.5,5,N,South,MARUTI
6940,2018,1025000,8000,Virginia,Norfolk,Diesel,Dealer,Automatic,First Owner,21.5,1497,108.5,5,N,South,TATA
6941,2016,2150000,30000,Virginia,Oakton,Diesel,Dealer,Automatic,First Owner,22.69,1995,190,5,N,South,BMW
6942,2013,910000,70000,Virginia,Norfolk,Diesel,Individual,Manual,Second Owner,12.99,2494,100,8,N,South,TOYOTA
6943,2016,300000,60000,Virginia,Norfolk,Diesel,Individual,Manual,Second Owner,17.88,1405,48.21,5,N,South,TATA
6944,2004,120000,80000,Virginia,Oakton,Petrol,Individual,Manual,Second Owner,17.3,993,60,5,N,South,MARUTI
6945,2015,490000,45900,Virginia,Oakton,Petrol,Individual,Manual,Second Owner,18.6,1197,81.83,5,N,South,HYUNDAI
6946,2017,509999,46000,Virginia,Montclair,Petrol,Individual,Manual,First Owner,22,1197,81.8,5,N,South,MARUTI
6947,2019,906000,30000,Virginia,Montclair,Diesel,Individual,Manual,First Owner,23,1498,98.96,5,N,South,FORD
6948,2011,160000,85000,Virginia,Montclair,Diesel,Individual,Manual,First Owner,20,1399,68,5,N,South,FORD
6949,2018,800000,25000,Virginia,Montclair,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5,N,South,MARUTI
6950,2017,530000,42000,Virginia,Montclair,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5,N,South,MARUTI
6951,2011,129000,80000,Virginia,Rose Hill,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5,N,South,HYUNDAI
6952,2019,1050000,26000,Virginia,Rose Hill,Diesel,Dealer,Manual,First Owner,23,1498,98.96,5,N,South,FORD
6953,2016,635000,52000,Virginia,Rose Hill,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5,N,South,MARUTI
6954,2012,350000,145000,Virginia,Rose Hill,Diesel,Individual,Manual,Third Owner,22.9,1248,74,5,N,South,MARUTI
6955,2015,180000,25000,Virginia,Rose Hill,Petrol,Individual,Manual,Second Owner,16.8,796,34.2,5,N,South,MARUTI
6956,2013,450000,67000,Virginia,Waynesboro,Petrol,Individual,Manual,First Owner,19.1,1197,85.8,5,N,South,MARUTI
6957,2012,170000,80000,Virginia,Alexandria,Petrol,Individual,Manual,First Owner,16.2,995,62.1,5,N,South,CHEVROLET
6958,2013,499000,80000,Virginia,Alexandria,Diesel,Individual,Manual,First Owner,15.96,2523,63,9,N,South,MAHINDRA
6959,2012,525000,120000,Virginia,Alexandria,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5,N,South,HYUNDAI
6960,2015,1300000,120000,Virginia,Alexandria,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7,N,South,TOYOTA
6961,2016,800000,80000,Virginia,Alexandria,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,5,N,South,HYUNDAI
6962,2014,520000,48000,Virginia,Virginia Beach,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,5,N,South,HONDA
6963,2018,650000,114000,Virginia,Winchester,Diesel,Individual,Manual,First Owner,14.95,2489,93.7,7,N,South,MAHINDRA
6964,2011,430000,120000,Virginia,Winchester,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5,N,South,MARUTI
6965,2013,360000,144000,Virginia,Winchester,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5,N,South,HYUNDAI
6966,2013,350000,144000,Virginia,Winchester,Diesel,Individual,Manual,First Owner,21.9,1396,88.8,5,N,South,HYUNDAI
6967,2017,925000,69000,Virginia,Reston,Diesel,Dealer,Manual,First Owner,25.6,1498,97.9,5,N,South,HONDA
6968,2018,790000,16000,Virginia,Reston,Diesel,Dealer,Automatic,First Owner,28.4,1248,74,5,N,South,MARUTI
6969,2017,1789999,36000,Virginia,Reston,Diesel,Dealer,Manual,First Owner,13.68,2393,147.8,8,N,South,TOYOTA
6970,2016,350000,100000,Virginia,Danville,Petrol,Individual,Manual,Second Owner,18.15,1198,82,5,N,South,MAHINDRA
6971,2012,730000,250000,Virginia,Danville,Diesel,Individual,Manual,First Owner,12.99,2494,100,7,N,South,TOYOTA
6972,2018,1050000,18000,Virginia,Harrisonburg,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5,N,South,RENAULT
6973,2017,625000,25000,Virginia,Hampton,Petrol,Individual,Manual,First Owner,22,1197,81.8,5,N,South,MARUTI
6974,2019,475000,5000,Virginia,Hampton,Petrol,Individual,Automatic,First Owner,21.7,998,67,5,N,South,MARUTI
6975,2014,550000,105000,Virginia,Hampton,Diesel,Dealer,Manual,First Owner,21.7,1498,98.96,5,N,South,FORD
6976,2012,320000,40000,Virginia,Hampton,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5,N,South,MARUTI
6977,2014,530000,90000,Virginia,Hampton,Diesel,Individual,Manual,First Owner,22.9,1248,74,5,N,South,MARUTI
6978,2000,45957,90000,Virginia,Hampton,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,N,South,MARUTI
6979,2012,190000,65000,Virginia,Harrisonburg,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5,N,South,HYUNDAI
6980,2014,730000,60000,Virginia,Harrisonburg,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,5,N,South,HYUNDAI
6981,2015,530000,120000,Virginia,Hampton,Diesel,Individual,Manual,First Owner,25.2,1248,74,5,N,South,MARUTI
6982,2013,509999,170000,Virginia,Tysons Corner,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5,N,South,NISSAN
6983,2009,250000,151000,Virginia,Tysons Corner,Diesel,Individual,Manual,Second Owner,17.8,1248,75,5,N,South,MARUTI
6984,2016,550000,56494,Nebraska,Papillion,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,Y,Central,HONDA
6985,2014,425000,50000,Nebraska,Papillion,Diesel,Individual,Manual,Second Owner,21.79,1248,88.73,5,Y,Central,MARUTI
6986,2015,550000,40000,Nebraska,Papillion,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,5,N,Central,TOYOTA
6987,2014,649000,117000,Nebraska,Papillion,Diesel,Individual,Manual,Third Owner,15.1,2179,140,7,N,Central,MAHINDRA
6988,2006,94500,44000,Nebraska,North Platte,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5,N,Central,MARUTI
6989,2011,975000,120000,Nebraska,North Platte,Diesel,Individual,Manual,Third Owner,11.5,2982,171,7,N,Central,TOYOTA
6990,2015,600000,100000,Nebraska,North Platte,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5,N,Central,HYUNDAI
6991,2017,1110000,186000,Nebraska,North Platte,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,5,N,Central,HYUNDAI
6992,2014,570000,79000,Nebraska,North Platte,Diesel,Individual,Manual,Second Owner,20.77,1248,88.76,7,N,Central,MARUTI
6993,2011,140000,72000,Nebraska,Papillion,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5,N,Central,MARUTI
6994,2006,300000,140000,Nebraska,Papillion,Diesel,Individual,Manual,Second Owner,12.8,2494,102,8,N,Central,TOYOTA
6995,2016,550000,56494,Nebraska,Norfolk,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5,N,Central,HONDA
6996,2013,750000,79328,Nebraska,Norfolk,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7,N,Central,TOYOTA
6997,2019,650000,5621,Nebraska,Norfolk,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5,N,Central,MARUTI
6998,2018,600000,69779,Nebraska,Norfolk,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5,N,Central,MARUTI
